index	prediction
1964	entailment
1965	not_entailment
1966	entailment
1967	entailment
1968	entailment
1969	entailment
1970	not_entailment
1971	entailment
1972	entailment
1973	entailment
1974	not_entailment
1975	entailment
1976	entailment
1977	entailment
1978	entailment
1979	not_entailment
1980	entailment
1981	not_entailment
1982	entailment
1983	entailment
1984	entailment
1985	not_entailment
1986	entailment
1987	entailment
1988	entailment
1989	not_entailment
1990	entailment
1991	entailment
1992	entailment
1993	entailment
1994	entailment
1995	not_entailment
1996	entailment
1997	not_entailment
1998	entailment
1999	entailment
2000	entailment
2001	entailment
2002	not_entailment
2003	entailment
2004	not_entailment
2005	entailment
2006	not_entailment
2007	entailment
2008	entailment
2009	entailment
2010	entailment
2011	entailment
2012	entailment
2013	not_entailment
2014	entailment
2015	entailment
2016	entailment
2017	not_entailment
2018	entailment
2019	entailment
2020	entailment
2021	not_entailment
2022	entailment
2023	entailment
2024	entailment
2025	entailment
2026	not_entailment
2027	entailment
2028	entailment
2029	entailment
2030	entailment
2031	entailment
2032	entailment
2033	not_entailment
2034	not_entailment
2035	not_entailment
2036	not_entailment
2037	entailment
2038	not_entailment
2039	entailment
2040	not_entailment
2041	entailment
2042	entailment
2043	entailment
2044	entailment
2045	entailment
2046	entailment
2047	not_entailment
2048	entailment
2049	not_entailment
2050	entailment
2051	not_entailment
2052	entailment
2053	entailment
2054	entailment
2055	not_entailment
2056	not_entailment
2057	entailment
2058	not_entailment
2059	entailment
2060	entailment
2061	entailment
2062	entailment
2063	not_entailment
2064	entailment
2065	entailment
2066	not_entailment
2067	not_entailment
2068	entailment
2069	entailment
2070	entailment
2071	entailment
2072	entailment
2073	entailment
2074	entailment
2075	entailment
2076	entailment
2077	not_entailment
2078	entailment
2079	not_entailment
2080	entailment
2081	not_entailment
2082	entailment
2083	not_entailment
2084	not_entailment
2085	not_entailment
2086	entailment
2087	not_entailment
2088	entailment
2089	entailment
2090	entailment
2091	entailment
2092	entailment
2093	not_entailment
2094	not_entailment
2095	entailment
2096	entailment
2097	entailment
2098	entailment
2099	not_entailment
2100	entailment
2101	entailment
2102	not_entailment
2103	not_entailment
2104	entailment
2105	not_entailment
2106	not_entailment
2107	entailment
2108	not_entailment
2109	entailment
2110	not_entailment
2111	not_entailment
2112	entailment
2113	entailment
2114	entailment
2115	entailment
2116	entailment
2117	entailment
2118	not_entailment
2119	entailment
2120	entailment
2121	entailment
2122	not_entailment
2123	entailment
2124	not_entailment
2125	entailment
2126	not_entailment
2127	not_entailment
2128	entailment
2129	entailment
2130	not_entailment
2131	entailment
2132	not_entailment
2133	entailment
2134	entailment
2135	entailment
2136	entailment
2137	entailment
2138	not_entailment
2139	entailment
2140	entailment
2141	entailment
2142	entailment
2143	not_entailment
2144	entailment
2145	not_entailment
2146	entailment
2147	entailment
2148	entailment
2149	not_entailment
2150	entailment
2151	entailment
2152	entailment
2153	entailment
2154	not_entailment
2155	entailment
2156	entailment
2157	entailment
2158	not_entailment
2159	entailment
2160	entailment
2161	entailment
2162	entailment
2163	not_entailment
2164	entailment
2165	entailment
2166	entailment
2167	entailment
2168	entailment
2169	entailment
2170	entailment
2171	entailment
2172	not_entailment
2173	not_entailment
2174	not_entailment
2175	entailment
2176	entailment
2177	not_entailment
2178	not_entailment
2179	entailment
2180	not_entailment
2181	entailment
2182	not_entailment
2183	entailment
2184	entailment
2185	entailment
2186	entailment
2187	entailment
2188	entailment
2189	entailment
2190	entailment
2191	not_entailment
2192	entailment
2193	not_entailment
2194	not_entailment
2195	entailment
2196	entailment
2197	entailment
2198	entailment
2199	entailment
2200	entailment
2201	not_entailment
2202	entailment
2203	entailment
2204	not_entailment
2205	entailment
2206	not_entailment
2207	entailment
2208	entailment
2209	not_entailment
2210	not_entailment
2211	entailment
2212	entailment
2213	entailment
2214	entailment
2215	not_entailment
2216	entailment
2217	entailment
2218	entailment
2219	entailment
2220	entailment
2221	entailment
2222	entailment
2223	not_entailment
2224	not_entailment
2225	not_entailment
2226	entailment
2227	not_entailment
2228	entailment
2229	entailment
2230	not_entailment
2231	entailment
2232	entailment
2233	not_entailment
2234	entailment
2235	entailment
2236	entailment
2237	entailment
2238	not_entailment
2239	entailment
2240	entailment
2241	entailment
2242	entailment
2243	not_entailment
2244	entailment
2245	entailment
2246	entailment
2247	not_entailment
2248	entailment
2249	not_entailment
2250	entailment
2251	entailment
2252	entailment
2253	not_entailment
2254	entailment
2255	entailment
2256	not_entailment
2257	not_entailment
2258	not_entailment
2259	entailment
2260	entailment
2261	entailment
2262	entailment
2263	not_entailment
2264	entailment
2265	not_entailment
2266	not_entailment
2267	entailment
2268	entailment
2269	not_entailment
2270	entailment
2271	not_entailment
2272	entailment
2273	entailment
2274	not_entailment
2275	not_entailment
2276	entailment
2277	not_entailment
2278	entailment
2279	entailment
2280	not_entailment
2281	entailment
2282	entailment
2283	entailment
2284	entailment
2285	entailment
2286	not_entailment
2287	entailment
2288	entailment
2289	entailment
2290	entailment
2291	not_entailment
2292	entailment
2293	not_entailment
2294	entailment
2295	not_entailment
2296	not_entailment
2297	entailment
2298	not_entailment
2299	entailment
2300	not_entailment
2301	entailment
2302	not_entailment
2303	entailment
2304	not_entailment
2305	not_entailment
2306	entailment
2307	entailment
2308	entailment
2309	entailment
2310	entailment
2311	not_entailment
2312	entailment
2313	not_entailment
2314	not_entailment
2315	not_entailment
2316	entailment
2317	not_entailment
2318	entailment
2319	not_entailment
2320	entailment
2321	entailment
2322	entailment
2323	entailment
2324	entailment
2325	not_entailment
2326	entailment
2327	entailment
2328	entailment
2329	entailment
2330	entailment
2331	not_entailment
2332	entailment
2333	not_entailment
2334	entailment
2335	entailment
2336	entailment
2337	not_entailment
2338	entailment
2339	not_entailment
2340	entailment
2341	entailment
2342	entailment
2343	not_entailment
2344	entailment
2345	entailment
2346	entailment
2347	entailment
2348	not_entailment
2349	entailment
2350	entailment
2351	not_entailment
2352	entailment
2353	entailment
2354	not_entailment
2355	entailment
2356	entailment
2357	entailment
2358	not_entailment
2359	entailment
2360	not_entailment
2361	entailment
2362	entailment
2363	entailment
2364	entailment
2365	entailment
2366	entailment
2367	entailment
2368	entailment
2369	entailment
2370	entailment
2371	entailment
2372	entailment
2373	not_entailment
2374	entailment
2375	entailment
2376	not_entailment
2377	entailment
2378	not_entailment
2379	entailment
2380	entailment
2381	not_entailment
2382	entailment
2383	entailment
2384	entailment
2385	not_entailment
2386	not_entailment
2387	entailment
2388	entailment
2389	not_entailment
2390	not_entailment
2391	not_entailment
2392	entailment
2393	entailment
2394	entailment
2395	not_entailment
2396	entailment
2397	entailment
2398	not_entailment
2399	entailment
2400	not_entailment
2401	entailment
2402	entailment
2403	entailment
2404	entailment
2405	entailment
2406	not_entailment
2407	entailment
2408	not_entailment
2409	not_entailment
2410	entailment
2411	not_entailment
2412	entailment
2413	entailment
2414	entailment
2415	entailment
2416	entailment
2417	entailment
2418	entailment
2419	entailment
2420	entailment
2421	not_entailment
2422	not_entailment
2423	entailment
2424	entailment
2425	entailment
2426	not_entailment
2427	not_entailment
2428	entailment
2429	entailment
2430	entailment
2431	entailment
2432	entailment
2433	entailment
2434	entailment
2435	not_entailment
2436	entailment
2437	entailment
2438	entailment
2439	not_entailment
2440	entailment
2441	entailment
2442	not_entailment
2443	not_entailment
2444	not_entailment
2445	not_entailment
2446	entailment
2447	entailment
2448	not_entailment
2449	not_entailment
2450	entailment
2451	entailment
2452	entailment
2453	not_entailment
2454	entailment
2455	entailment
2456	not_entailment
2457	not_entailment
2458	not_entailment
2459	entailment
2460	entailment
2461	entailment
2462	not_entailment
2463	entailment
2464	entailment
2465	entailment
2466	entailment
2467	entailment
2468	entailment
2469	not_entailment
2470	entailment
2471	entailment
2472	entailment
2473	entailment
2474	entailment
2475	not_entailment
2476	not_entailment
2477	entailment
2478	entailment
2479	not_entailment
2480	entailment
2481	entailment
2482	entailment
2483	not_entailment
2484	not_entailment
2485	entailment
2486	entailment
2487	entailment
2488	entailment
2489	not_entailment
2490	entailment
2491	not_entailment
2492	entailment
2493	not_entailment
2494	not_entailment
2495	entailment
2496	not_entailment
2497	not_entailment
2498	entailment
2499	entailment
2500	not_entailment
2501	entailment
2502	entailment
2503	entailment
2504	entailment
2505	entailment
2506	entailment
2507	entailment
2508	entailment
2509	not_entailment
2510	not_entailment
2511	entailment
2512	entailment
2513	entailment
2514	not_entailment
2515	entailment
2516	not_entailment
2517	entailment
2518	not_entailment
2519	entailment
2520	entailment
2521	entailment
2522	not_entailment
2523	not_entailment
2524	entailment
2525	entailment
2526	entailment
2527	entailment
2528	entailment
2529	entailment
2530	entailment
2531	not_entailment
2532	not_entailment
2533	entailment
2534	not_entailment
2535	entailment
2536	not_entailment
2537	entailment
2538	entailment
2539	not_entailment
2540	entailment
2541	not_entailment
2542	entailment
2543	entailment
2544	entailment
2545	entailment
2546	entailment
2547	not_entailment
2548	not_entailment
2549	entailment
2550	entailment
2551	entailment
2552	entailment
2553	entailment
2554	entailment
2555	entailment
2556	not_entailment
2557	entailment
2558	entailment
2559	entailment
2560	entailment
2561	not_entailment
2562	entailment
2563	entailment
2564	entailment
2565	not_entailment
2566	entailment
2567	not_entailment
2568	entailment
2569	entailment
2570	entailment
2571	not_entailment
2572	entailment
2573	entailment
2574	entailment
2575	entailment
2576	entailment
2577	entailment
2578	entailment
2579	entailment
2580	not_entailment
2581	entailment
2582	not_entailment
2583	not_entailment
2584	not_entailment
2585	not_entailment
2586	entailment
2587	not_entailment
2588	entailment
2589	entailment
2590	entailment
2591	entailment
2592	entailment
2593	entailment
2594	entailment
2595	not_entailment
2596	entailment
2597	entailment
2598	not_entailment
2599	not_entailment
2600	entailment
2601	entailment
2602	not_entailment
2603	not_entailment
2604	not_entailment
2605	entailment
2606	not_entailment
2607	not_entailment
2608	entailment
2609	entailment
2610	not_entailment
2611	entailment
2612	entailment
2613	not_entailment
2614	not_entailment
2615	not_entailment
2616	entailment
2617	entailment
2618	not_entailment
2619	entailment
2620	entailment
2621	entailment
2622	entailment
2623	entailment
2624	not_entailment
2625	not_entailment
2626	entailment
2627	entailment
2628	entailment
2629	entailment
2630	not_entailment
2631	not_entailment
2632	entailment
2633	not_entailment
2634	entailment
2635	entailment
2636	entailment
2637	entailment
2638	entailment
2639	not_entailment
2640	entailment
2641	not_entailment
2642	not_entailment
2643	not_entailment
2644	not_entailment
2645	entailment
2646	entailment
2647	entailment
2648	not_entailment
2649	not_entailment
2650	entailment
2651	entailment
2652	not_entailment
2653	entailment
2654	entailment
2655	entailment
2656	entailment
2657	entailment
2658	entailment
2659	entailment
2660	not_entailment
2661	entailment
2662	not_entailment
2663	entailment
2664	entailment
2665	not_entailment
2666	entailment
2667	entailment
2668	not_entailment
2669	not_entailment
2670	entailment
2671	not_entailment
2672	entailment
2673	entailment
2674	entailment
2675	entailment
2676	entailment
2677	entailment
2678	entailment
2679	not_entailment
2680	entailment
2681	entailment
2682	entailment
2683	not_entailment
2684	entailment
2685	not_entailment
2686	entailment
2687	entailment
2688	entailment
2689	not_entailment
2690	not_entailment
2691	entailment
2692	not_entailment
2693	entailment
2694	entailment
2695	not_entailment
2696	entailment
2697	entailment
2698	not_entailment
2699	entailment
2700	not_entailment
2701	not_entailment
2702	entailment
2703	entailment
2704	not_entailment
2705	entailment
2706	entailment
2707	entailment
2708	entailment
2709	not_entailment
2710	entailment
2711	entailment
2712	not_entailment
2713	entailment
2714	entailment
2715	entailment
2716	not_entailment
2717	not_entailment
2718	not_entailment
2719	entailment
2720	entailment
2721	entailment
2722	not_entailment
2723	entailment
2724	entailment
2725	entailment
2726	not_entailment
2727	not_entailment
2728	entailment
2729	not_entailment
2730	entailment
2731	entailment
2732	entailment
2733	entailment
2734	entailment
2735	entailment
2736	not_entailment
2737	not_entailment
2738	entailment
2739	not_entailment
2740	entailment
2741	not_entailment
2742	entailment
2743	entailment
2744	entailment
2745	not_entailment
2746	entailment
2747	entailment
2748	entailment
2749	entailment
2750	entailment
2751	entailment
2752	entailment
2753	not_entailment
2754	entailment
2755	not_entailment
2756	not_entailment
2757	not_entailment
2758	not_entailment
2759	not_entailment
2760	entailment
2761	entailment
2762	not_entailment
2763	entailment
2764	entailment
2765	entailment
2766	not_entailment
2767	entailment
2768	not_entailment
2769	entailment
2770	entailment
2771	entailment
2772	not_entailment
2773	entailment
2774	entailment
2775	entailment
2776	entailment
2777	entailment
2778	entailment
2779	entailment
2780	not_entailment
2781	entailment
2782	not_entailment
2783	entailment
2784	not_entailment
2785	entailment
2786	entailment
2787	entailment
2788	not_entailment
2789	entailment
2790	entailment
2791	entailment
2792	entailment
2793	entailment
2794	entailment
2795	not_entailment
2796	not_entailment
2797	not_entailment
2798	entailment
2799	entailment
2800	not_entailment
2801	not_entailment
2802	not_entailment
2803	entailment
2804	entailment
2805	not_entailment
2806	entailment
2807	not_entailment
2808	entailment
2809	not_entailment
2810	not_entailment
2811	not_entailment
2812	entailment
2813	entailment
2814	entailment
2815	not_entailment
2816	not_entailment
2817	entailment
2818	entailment
2819	entailment
2820	not_entailment
2821	entailment
2822	entailment
2823	not_entailment
2824	entailment
2825	not_entailment
2826	entailment
2827	not_entailment
2828	not_entailment
2829	not_entailment
2830	entailment
2831	entailment
2832	entailment
2833	not_entailment
2834	entailment
2835	entailment
2836	not_entailment
2837	entailment
2838	entailment
2839	entailment
2840	not_entailment
2841	entailment
2842	entailment
2843	entailment
2844	entailment
2845	entailment
2846	entailment
2847	entailment
2848	entailment
2849	not_entailment
2850	not_entailment
2851	entailment
2852	entailment
2853	not_entailment
2854	not_entailment
2855	entailment
2856	not_entailment
2857	not_entailment
2858	not_entailment
2859	not_entailment
2860	entailment
2861	entailment
2862	entailment
2863	not_entailment
2864	entailment
2865	entailment
2866	not_entailment
2867	entailment
2868	not_entailment
2869	entailment
2870	entailment
2871	entailment
2872	entailment
2873	not_entailment
2874	entailment
2875	entailment
2876	entailment
2877	not_entailment
2878	entailment
2879	entailment
2880	entailment
2881	entailment
2882	entailment
2883	entailment
2884	not_entailment
2885	entailment
2886	entailment
2887	entailment
2888	entailment
2889	entailment
2890	entailment
2891	not_entailment
2892	not_entailment
2893	entailment
2894	entailment
2895	entailment
2896	entailment
2897	entailment
2898	entailment
2899	entailment
2900	not_entailment
2901	entailment
2902	not_entailment
2903	not_entailment
2904	entailment
2905	entailment
2906	entailment
2907	not_entailment
2908	not_entailment
2909	not_entailment
2910	entailment
2911	not_entailment
2912	not_entailment
2913	not_entailment
2914	not_entailment
2915	entailment
2916	entailment
2917	not_entailment
2918	entailment
2919	entailment
2920	entailment
2921	entailment
2922	not_entailment
2923	entailment
2924	not_entailment
2925	entailment
2926	entailment
2927	not_entailment
2928	entailment
2929	entailment
2930	entailment
2931	entailment
2932	entailment
2933	entailment
2934	entailment
2935	entailment
2936	entailment
2937	entailment
2938	entailment
2939	entailment
2940	entailment
2941	entailment
2942	entailment
2943	entailment
2944	entailment
2945	entailment
2946	entailment
2947	entailment
2948	not_entailment
2949	not_entailment
2950	not_entailment
2951	entailment
2952	not_entailment
2953	entailment
2954	not_entailment
2955	entailment
2956	not_entailment
2957	not_entailment
2958	entailment
2959	entailment
2960	entailment
2961	entailment
2962	entailment
2963	entailment
2964	entailment
2965	entailment
2966	entailment
2967	entailment
2968	entailment
2969	entailment
2970	not_entailment
2971	entailment
2972	entailment
2973	entailment
2974	entailment
2975	not_entailment
2976	entailment
2977	not_entailment
2978	entailment
2979	entailment
2980	not_entailment
2981	entailment
2982	entailment
2983	not_entailment
2984	entailment
2985	not_entailment
2986	entailment
2987	not_entailment
2988	entailment
2989	not_entailment
2990	not_entailment
2991	entailment
2992	entailment
2993	entailment
2994	entailment
2995	entailment
2996	entailment
2997	entailment
2998	entailment
2999	entailment
3000	not_entailment
3001	entailment
3002	entailment
3003	entailment
3004	entailment
3005	entailment
3006	entailment
3007	entailment
3008	entailment
3009	not_entailment
3010	entailment
3011	entailment
3012	not_entailment
3013	entailment
3014	entailment
3015	entailment
3016	entailment
3017	entailment
3018	not_entailment
3019	entailment
3020	entailment
3021	entailment
3022	entailment
3023	entailment
3024	entailment
3025	not_entailment
3026	not_entailment
3027	entailment
3028	not_entailment
3029	not_entailment
3030	entailment
3031	entailment
3032	entailment
3033	not_entailment
3034	entailment
3035	entailment
3036	not_entailment
3037	not_entailment
3038	not_entailment
3039	entailment
3040	not_entailment
3041	entailment
3042	not_entailment
3043	entailment
3044	entailment
3045	entailment
3046	entailment
3047	not_entailment
3048	entailment
3049	entailment
3050	not_entailment
3051	entailment
3052	entailment
3053	entailment
3054	not_entailment
3055	not_entailment
3056	entailment
3057	not_entailment
3058	entailment
3059	entailment
3060	not_entailment
3061	not_entailment
3062	entailment
3063	entailment
3064	entailment
3065	entailment
3066	entailment
3067	not_entailment
3068	entailment
3069	entailment
3070	not_entailment
3071	entailment
3072	not_entailment
3073	entailment
3074	entailment
3075	not_entailment
3076	entailment
3077	entailment
3078	entailment
3079	entailment
3080	entailment
3081	entailment
3082	entailment
3083	entailment
3084	entailment
3085	entailment
3086	entailment
3087	not_entailment
3088	not_entailment
3089	not_entailment
3090	entailment
3091	entailment
3092	entailment
3093	not_entailment
3094	entailment
3095	entailment
3096	not_entailment
3097	entailment
3098	entailment
3099	entailment
3100	entailment
3101	entailment
3102	entailment
3103	entailment
3104	entailment
3105	entailment
3106	not_entailment
3107	entailment
3108	entailment
3109	entailment
3110	entailment
3111	entailment
3112	entailment
3113	entailment
3114	not_entailment
3115	not_entailment
3116	entailment
3117	entailment
3118	not_entailment
3119	entailment
3120	entailment
3121	entailment
3122	not_entailment
3123	entailment
3124	not_entailment
3125	not_entailment
3126	entailment
3127	entailment
3128	not_entailment
3129	entailment
3130	not_entailment
3131	not_entailment
3132	entailment
3133	not_entailment
3134	not_entailment
3135	not_entailment
3136	entailment
3137	entailment
3138	entailment
3139	entailment
3140	entailment
3141	entailment
3142	entailment
3143	entailment
3144	not_entailment
3145	entailment
3146	entailment
3147	not_entailment
3148	entailment
3149	entailment
3150	not_entailment
3151	entailment
3152	not_entailment
3153	not_entailment
3154	not_entailment
3155	not_entailment
3156	not_entailment
3157	not_entailment
3158	entailment
3159	entailment
3160	entailment
3161	entailment
3162	entailment
3163	entailment
3164	entailment
3165	entailment
3166	entailment
3167	entailment
3168	not_entailment
3169	entailment
3170	entailment
3171	entailment
3172	entailment
3173	entailment
3174	not_entailment
3175	entailment
3176	entailment
3177	entailment
3178	entailment
3179	entailment
3180	not_entailment
3181	entailment
3182	entailment
3183	entailment
3184	not_entailment
3185	entailment
3186	not_entailment
3187	entailment
3188	not_entailment
3189	entailment
3190	entailment
3191	not_entailment
3192	entailment
3193	not_entailment
3194	entailment
3195	not_entailment
3196	entailment
3197	entailment
3198	not_entailment
3199	entailment
3200	not_entailment
3201	entailment
3202	not_entailment
3203	entailment
3204	entailment
3205	not_entailment
3206	entailment
3207	entailment
3208	entailment
3209	entailment
3210	not_entailment
3211	entailment
3212	entailment
3213	not_entailment
3214	entailment
3215	entailment
3216	not_entailment
3217	entailment
3218	not_entailment
3219	entailment
3220	not_entailment
3221	entailment
3222	entailment
3223	not_entailment
3224	entailment
3225	entailment
3226	entailment
3227	not_entailment
3228	entailment
3229	entailment
3230	entailment
3231	entailment
3232	entailment
3233	entailment
3234	entailment
3235	entailment
3236	not_entailment
3237	not_entailment
3238	not_entailment
3239	entailment
3240	entailment
3241	not_entailment
3242	entailment
3243	not_entailment
3244	not_entailment
3245	entailment
3246	not_entailment
3247	entailment
3248	not_entailment
3249	entailment
3250	not_entailment
3251	entailment
3252	not_entailment
3253	not_entailment
3254	entailment
3255	not_entailment
3256	entailment
3257	entailment
3258	entailment
3259	not_entailment
3260	entailment
3261	entailment
3262	not_entailment
3263	entailment
3264	entailment
3265	entailment
3266	not_entailment
3267	not_entailment
3268	entailment
3269	entailment
3270	not_entailment
3271	entailment
3272	not_entailment
3273	entailment
3274	not_entailment
3275	entailment
3276	not_entailment
3277	entailment
3278	entailment
3279	not_entailment
3280	entailment
3281	entailment
3282	entailment
3283	entailment
3284	entailment
3285	entailment
3286	entailment
3287	not_entailment
3288	not_entailment
3289	entailment
3290	entailment
3291	entailment
3292	entailment
3293	entailment
3294	entailment
3295	entailment
3296	entailment
3297	entailment
3298	entailment
3299	not_entailment
3300	not_entailment
3301	entailment
3302	not_entailment
3303	not_entailment
3304	entailment
3305	not_entailment
3306	entailment
3307	entailment
3308	entailment
3309	entailment
3310	entailment
3311	entailment
3312	not_entailment
3313	entailment
3314	not_entailment
3315	not_entailment
3316	not_entailment
3317	entailment
3318	not_entailment
3319	entailment
3320	not_entailment
3321	entailment
3322	entailment
3323	entailment
3324	entailment
3325	entailment
3326	not_entailment
3327	entailment
3328	entailment
3329	entailment
3330	entailment
3331	entailment
3332	not_entailment
3333	entailment
3334	not_entailment
3335	not_entailment
3336	entailment
3337	entailment
3338	entailment
3339	entailment
3340	not_entailment
3341	entailment
3342	entailment
3343	not_entailment
3344	entailment
3345	entailment
3346	not_entailment
3347	not_entailment
3348	entailment
3349	not_entailment
3350	not_entailment
3351	entailment
3352	entailment
3353	entailment
3354	entailment
3355	entailment
3356	not_entailment
3357	entailment
3358	entailment
3359	not_entailment
3360	not_entailment
3361	entailment
3362	not_entailment
3363	not_entailment
3364	not_entailment
3365	entailment
3366	not_entailment
3367	entailment
3368	not_entailment
3369	entailment
3370	not_entailment
3371	entailment
3372	entailment
3373	entailment
3374	entailment
3375	not_entailment
3376	entailment
3377	entailment
3378	not_entailment
3379	not_entailment
3380	entailment
3381	entailment
3382	not_entailment
3383	not_entailment
3384	entailment
3385	entailment
3386	not_entailment
3387	entailment
3388	entailment
3389	entailment
3390	entailment
3391	entailment
3392	entailment
3393	entailment
3394	entailment
3395	entailment
3396	entailment
3397	not_entailment
3398	entailment
3399	entailment
3400	entailment
3401	not_entailment
3402	entailment
3403	entailment
3404	not_entailment
3405	entailment
3406	not_entailment
3407	entailment
3408	entailment
3409	entailment
3410	entailment
3411	entailment
3412	entailment
3413	entailment
3414	entailment
3415	entailment
3416	entailment
3417	entailment
3418	entailment
3419	entailment
3420	entailment
3421	not_entailment
3422	entailment
3423	not_entailment
3424	entailment
3425	not_entailment
3426	entailment
3427	entailment
3428	entailment
3429	entailment
3430	entailment
3431	entailment
3432	not_entailment
3433	entailment
3434	entailment
3435	entailment
3436	entailment
3437	entailment
3438	not_entailment
3439	not_entailment
3440	entailment
3441	not_entailment
3442	entailment
3443	not_entailment
3444	entailment
3445	entailment
3446	entailment
3447	entailment
3448	entailment
3449	entailment
3450	not_entailment
3451	entailment
3452	entailment
3453	entailment
3454	entailment
3455	not_entailment
3456	entailment
3457	entailment
3458	entailment
3459	entailment
3460	entailment
3461	entailment
3462	entailment
3463	entailment
3464	entailment
3465	not_entailment
3466	entailment
3467	entailment
3468	not_entailment
3469	entailment
3470	entailment
3471	entailment
3472	not_entailment
3473	entailment
3474	entailment
3475	not_entailment
3476	entailment
3477	entailment
3478	entailment
3479	not_entailment
3480	entailment
3481	not_entailment
3482	not_entailment
3483	entailment
3484	entailment
3485	entailment
3486	not_entailment
3487	not_entailment
3488	entailment
3489	entailment
3490	entailment
3491	not_entailment
3492	entailment
3493	not_entailment
3494	entailment
3495	entailment
3496	not_entailment
3497	not_entailment
3498	entailment
3499	entailment
3500	not_entailment
3501	entailment
3502	entailment
3503	entailment
3504	not_entailment
3505	entailment
3506	entailment
3507	not_entailment
3508	entailment
3509	entailment
3510	entailment
3511	entailment
3512	not_entailment
3513	not_entailment
3514	entailment
3515	entailment
3516	not_entailment
3517	not_entailment
3518	entailment
3519	entailment
3520	not_entailment
3521	not_entailment
3522	entailment
3523	entailment
3524	entailment
3525	not_entailment
3526	entailment
3527	not_entailment
3528	entailment
3529	entailment
3530	entailment
3531	not_entailment
3532	not_entailment
3533	entailment
3534	entailment
3535	entailment
3536	entailment
3537	not_entailment
3538	not_entailment
3539	not_entailment
3540	entailment
3541	not_entailment
3542	not_entailment
3543	entailment
3544	entailment
3545	entailment
3546	entailment
3547	not_entailment
3548	entailment
3549	entailment
3550	not_entailment
3551	entailment
3552	not_entailment
3553	entailment
3554	entailment
3555	not_entailment
3556	entailment
3557	entailment
3558	not_entailment
3559	not_entailment
3560	entailment
3561	not_entailment
3562	not_entailment
3563	entailment
3564	entailment
3565	entailment
3566	entailment
3567	not_entailment
3568	entailment
3569	entailment
3570	entailment
3571	not_entailment
3572	entailment
3573	entailment
3574	not_entailment
3575	not_entailment
3576	entailment
3577	not_entailment
3578	entailment
3579	entailment
3580	not_entailment
3581	entailment
3582	not_entailment
3583	entailment
3584	not_entailment
3585	not_entailment
3586	entailment
3587	entailment
3588	entailment
3589	entailment
3590	entailment
3591	entailment
3592	not_entailment
3593	entailment
3594	entailment
3595	entailment
3596	entailment
3597	not_entailment
3598	not_entailment
3599	entailment
3600	entailment
3601	entailment
3602	entailment
3603	entailment
3604	not_entailment
3605	entailment
3606	entailment
3607	entailment
3608	entailment
3609	not_entailment
3610	entailment
3611	not_entailment
3612	not_entailment
3613	entailment
3614	entailment
3615	not_entailment
3616	entailment
3617	entailment
3618	entailment
3619	entailment
3620	not_entailment
3621	entailment
3622	not_entailment
3623	entailment
3624	entailment
3625	entailment
3626	entailment
3627	entailment
3628	entailment
3629	not_entailment
3630	entailment
3631	entailment
3632	not_entailment
3633	entailment
3634	entailment
3635	entailment
3636	entailment
3637	entailment
3638	entailment
3639	not_entailment
3640	entailment
3641	entailment
3642	not_entailment
3643	entailment
3644	not_entailment
3645	entailment
3646	entailment
3647	not_entailment
3648	entailment
3649	entailment
3650	entailment
3651	entailment
3652	entailment
3653	entailment
3654	entailment
3655	entailment
3656	entailment
3657	entailment
3658	entailment
3659	not_entailment
3660	entailment
3661	not_entailment
3662	not_entailment
3663	not_entailment
3664	entailment
3665	not_entailment
3666	entailment
3667	entailment
3668	entailment
3669	not_entailment
3670	not_entailment
3671	entailment
3672	entailment
3673	entailment
3674	entailment
3675	entailment
3676	not_entailment
3677	entailment
3678	entailment
3679	entailment
3680	entailment
3681	not_entailment
3682	not_entailment
3683	entailment
3684	not_entailment
3685	entailment
3686	entailment
3687	entailment
3688	not_entailment
3689	entailment
3690	not_entailment
3691	entailment
3692	entailment
3693	entailment
3694	entailment
3695	entailment
3696	not_entailment
3697	entailment
3698	entailment
3699	entailment
3700	entailment
3701	entailment
3702	entailment
3703	not_entailment
3704	entailment
3705	entailment
3706	entailment
3707	not_entailment
3708	not_entailment
3709	not_entailment
3710	entailment
3711	entailment
3712	entailment
3713	entailment
3714	not_entailment
3715	entailment
3716	entailment
3717	entailment
3718	not_entailment
3719	entailment
3720	not_entailment
3721	entailment
3722	entailment
3723	entailment
3724	not_entailment
3725	entailment
3726	entailment
3727	not_entailment
3728	not_entailment
3729	entailment
3730	entailment
3731	entailment
3732	entailment
3733	entailment
3734	entailment
3735	not_entailment
3736	not_entailment
3737	entailment
3738	not_entailment
3739	entailment
3740	not_entailment
3741	entailment
3742	entailment
3743	not_entailment
3744	entailment
3745	not_entailment
3746	entailment
3747	entailment
3748	not_entailment
3749	entailment
3750	not_entailment
3751	entailment
3752	entailment
3753	entailment
3754	entailment
3755	not_entailment
3756	entailment
3757	not_entailment
3758	entailment
3759	entailment
3760	entailment
3761	entailment
3762	entailment
3763	not_entailment
3764	entailment
3765	entailment
3766	not_entailment
3767	entailment
3768	not_entailment
3769	entailment
3770	entailment
3771	entailment
3772	not_entailment
3773	not_entailment
3774	not_entailment
3775	not_entailment
3776	not_entailment
3777	not_entailment
3778	not_entailment
3779	entailment
3780	entailment
3781	entailment
3782	not_entailment
3783	entailment
3784	entailment
3785	not_entailment
3786	not_entailment
3787	not_entailment
3788	not_entailment
3789	entailment
3790	entailment
3791	not_entailment
